colour	x	y	tooltip	showSelected2	fill
#00BD5C	36	17	"Game 36 - Dec 21, 2019
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 17"	2019	#00BD5C
#00BD5C	37	19	"Game 37 - Dec 23, 2019
Points this game: 2
Goals this game: 0
+/-: 2
Cumulative points: 19"	2019	#00BD5C
#00BD5C	38	20	"Game 38 - Dec 28, 2019
Points this game: 1
Goals this game: 0
+/-: -3
Cumulative points: 20"	2019	#00BD5C
#00BD5C	39	23	"Game 39 - Dec 29, 2019
Points this game: 3
Goals this game: 0
+/-: 3
Cumulative points: 23"	2019	#00BD5C
#00BD5C	40	23	"Game 40 - Dec 31, 2019
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 23"	2019	#00BD5C
#00BD5C	41	23	"Game 41 - Jan 02, 2020
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 23"	2019	#00BD5C
#00BD5C	42	24	"Game 42 - Jan 04, 2020
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 24"	2019	#00BD5C
#00BD5C	43	24	"Game 43 - Jan 06, 2020
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 24"	2019	#00BD5C
#00BD5C	44	26	"Game 44 - Jan 07, 2020
Points this game: 2
Goals this game: 1
+/-: 0
Cumulative points: 26"	2019	#00BD5C
#00BD5C	45	26	"Game 45 - Jan 09, 2020
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 26"	2019	#00BD5C
#00BD5C	46	27	"Game 46 - Jan 11, 2020
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 27"	2019	#00BD5C
#00BD5C	47	27	"Game 47 - Jan 13, 2020
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 27"	2019	#00BD5C
#00BD5C	48	27	"Game 48 - Jan 15, 2020
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 27"	2019	#00BD5C
#00BD5C	49	27	"Game 49 - Jan 16, 2020
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 27"	2019	#00BD5C
#00BD5C	50	27	"Game 50 - Jan 18, 2020
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 27"	2019	#00BD5C
#00BD5C	51	28	"Game 51 - Jan 27, 2020
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 28"	2019	#00BD5C
#00BD5C	52	30	"Game 52 - Jan 30, 2020
Points this game: 2
Goals this game: 0
+/-: 2
Cumulative points: 30"	2019	#00BD5C
#00BD5C	53	32	"Game 53 - Feb 01, 2020
Points this game: 2
Goals this game: 1
+/-: 2
Cumulative points: 32"	2019	#00BD5C
#00BD5C	54	33	"Game 54 - Feb 02, 2020
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 33"	2019	#00BD5C
#00BD5C	55	33	"Game 55 - Feb 04, 2020
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 33"	2019	#00BD5C
#00BD5C	56	34	"Game 56 - Feb 06, 2020
Points this game: 1
Goals this game: 1
+/-: 2
Cumulative points: 34"	2019	#00BD5C
#00BD5C	57	35	"Game 57 - Feb 08, 2020
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 35"	2019	#00BD5C
#00BD5C	58	35	"Game 58 - Feb 10, 2020
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 35"	2019	#00BD5C
#00BD5C	59	36	"Game 59 - Feb 12, 2020
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 36"	2019	#00BD5C
#00BD5C	60	36	"Game 60 - Feb 14, 2020
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 36"	2019	#00BD5C
#00BD5C	61	37	"Game 61 - Feb 15, 2020
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 37"	2019	#00BD5C
#00BD5C	62	39	"Game 62 - Feb 18, 2020
Points this game: 2
Goals this game: 1
+/-: 0
Cumulative points: 39"	2019	#00BD5C
#00BD5C	63	39	"Game 63 - Feb 20, 2020
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 39"	2019	#00BD5C
#00BD5C	64	39	"Game 64 - Feb 22, 2020
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 39"	2019	#00BD5C
#00BD5C	65	39	"Game 65 - Feb 25, 2020
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 39"	2019	#00BD5C
#00BD5C	66	39	"Game 66 - Feb 27, 2020
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 39"	2019	#00BD5C
#00BD5C	67	39	"Game 67 - Feb 29, 2020
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 39"	2019	#00BD5C
#00BD5C	68	39	"Game 68 - Mar 03, 2020
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 39"	2019	#00BD5C
#00BD5C	69	39	"Game 69 - Mar 05, 2020
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 39"	2019	#00BD5C
#00BD5C	70	39	"Game 70 - Mar 07, 2020
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 39"	2019	#00BD5C
#00BD5C	71	40	"Game 71 - Mar 10, 2020
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 40"	2019	#00BD5C
#00C1A7	1	1	"Game 1 - Jan 13, 2021
Points this game: 1
Goals this game: 1
+/-: 2
Cumulative points: 1"	2020	#00C1A7
#00C1A7	2	2	"Game 2 - Jan 16, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 2"	2020	#00C1A7
#00C1A7	3	3	"Game 3 - Jan 18, 2021
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 3"	2020	#00C1A7
#00C1A7	4	4	"Game 4 - Jan 20, 2021
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 4"	2020	#00C1A7
#00C1A7	5	5	"Game 5 - Jan 21, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 5"	2020	#00C1A7
#00C1A7	6	6	"Game 6 - Jan 23, 2021
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 6"	2020	#00C1A7
#00C1A7	7	7	"Game 7 - Jan 28, 2021
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 7"	2020	#00C1A7
#00C1A7	8	7	"Game 8 - Jan 30, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 7"	2020	#00C1A7
#00C1A7	9	9	"Game 9 - Feb 01, 2021
Points this game: 2
Goals this game: 1
+/-: 3
Cumulative points: 9"	2020	#00C1A7
#00C1A7	10	11	"Game 10 - Feb 02, 2021
Points this game: 2
Goals this game: 0
+/-: 3
Cumulative points: 11"	2020	#00C1A7
#00C1A7	11	11	"Game 11 - Feb 04, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 11"	2020	#00C1A7
#00C1A7	12	12	"Game 12 - Feb 06, 2021
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 12"	2020	#00C1A7
#00C1A7	13	12	"Game 13 - Feb 10, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 12"	2020	#00C1A7
#00C1A7	14	12	"Game 14 - Feb 11, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 12"	2020	#00C1A7
#00C1A7	15	12	"Game 15 - Feb 13, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 12"	2020	#00C1A7
#00C1A7	16	12	"Game 16 - Feb 20, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 12"	2020	#00C1A7
#00C1A7	17	13	"Game 17 - Feb 21, 2021
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 13"	2020	#00C1A7
#00C1A7	18	13	"Game 18 - Feb 23, 2021
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 13"	2020	#00C1A7
#00C1A7	19	13	"Game 19 - Feb 25, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 13"	2020	#00C1A7
#00C1A7	20	14	"Game 20 - Feb 27, 2021
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 14"	2020	#00C1A7
#00C1A7	21	15	"Game 21 - Mar 02, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 15"	2020	#00C1A7
#00C1A7	22	16	"Game 22 - Mar 04, 2021
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 16"	2020	#00C1A7
#00C1A7	23	17	"Game 23 - Mar 06, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 17"	2020	#00C1A7
#00C1A7	24	17	"Game 24 - Mar 08, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 17"	2020	#00C1A7
#00C1A7	25	17	"Game 25 - Mar 10, 2021
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 17"	2020	#00C1A7
#00C1A7	26	17	"Game 26 - Mar 11, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 17"	2020	#00C1A7
#00C1A7	27	17	"Game 27 - Mar 13, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 17"	2020	#00C1A7
#00C1A7	28	18	"Game 28 - Mar 15, 2021
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 18"	2020	#00C1A7
#00C1A7	29	18	"Game 29 - Mar 17, 2021
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 18"	2020	#00C1A7
#00C1A7	30	19	"Game 30 - Mar 19, 2021
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 19"	2020	#00C1A7
#00C1A7	31	20	"Game 31 - Mar 20, 2021
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 20"	2020	#00C1A7
#00C1A7	32	20	"Game 32 - Mar 30, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 20"	2020	#00C1A7
#00C1A7	33	20	"Game 33 - Apr 01, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 20"	2020	#00C1A7
#00C1A7	34	22	"Game 34 - Apr 03, 2021
Points this game: 2
Goals this game: 0
+/-: 2
Cumulative points: 22"	2020	#00C1A7
#00C1A7	35	23	"Game 35 - Apr 05, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 23"	2020	#00C1A7
#00C1A7	36	24	"Game 36 - Apr 07, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 24"	2020	#00C1A7
#00C1A7	37	24	"Game 37 - Apr 08, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 24"	2020	#00C1A7
#00C1A7	38	24	"Game 38 - Apr 10, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 24"	2020	#00C1A7
#00C1A7	39	25	"Game 39 - Apr 12, 2021
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 25"	2020	#00C1A7
#00C1A7	40	25	"Game 40 - Apr 14, 2021
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 25"	2020	#00C1A7
#00C1A7	41	27	"Game 41 - Apr 16, 2021
Points this game: 2
Goals this game: 0
+/-: 2
Cumulative points: 27"	2020	#00C1A7
#00C1A7	42	27	"Game 42 - Apr 17, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 27"	2020	#00C1A7
#00C1A7	43	27	"Game 43 - Apr 19, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 27"	2020	#00C1A7
#00C1A7	44	27	"Game 44 - Apr 21, 2021
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 27"	2020	#00C1A7
#00C1A7	45	27	"Game 45 - Apr 23, 2021
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 27"	2020	#00C1A7
#00C1A7	46	28	"Game 46 - Apr 24, 2021
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 28"	2020	#00C1A7
#00C1A7	47	29	"Game 47 - Apr 26, 2021
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 29"	2020	#00C1A7
#00C1A7	48	30	"Game 48 - Apr 28, 2021
Points this game: 1
Goals this game: 1
+/-: -2
Cumulative points: 30"	2020	#00C1A7
#00C1A7	49	33	"Game 49 - Apr 30, 2021
Points this game: 3
Goals this game: 2
+/-: 3
Cumulative points: 33"	2020	#00C1A7
#00C1A7	50	34	"Game 50 - May 01, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 34"	2020	#00C1A7
#00C1A7	51	37	"Game 51 - May 03, 2021
Points this game: 3
Goals this game: 0
+/-: 1
Cumulative points: 37"	2020	#00C1A7
#00C1A7	52	38	"Game 52 - May 05, 2021
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 38"	2020	#00C1A7
#00C1A7	53	38	"Game 53 - May 06, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 38"	2020	#00C1A7
#00C1A7	54	39	"Game 54 - May 08, 2021
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 39"	2020	#00C1A7
#00C1A7	55	39	"Game 55 - May 10, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 39"	2020	#00C1A7
#00C1A7	56	41	"Game 56 - May 12, 2021
Points this game: 2
Goals this game: 2
+/-: 2
Cumulative points: 41"	2020	#00C1A7
#00BADE	1	0	"Game 1 - Oct 13, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 0"	2021	#00BADE
#00BADE	2	0	"Game 2 - Oct 14, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 0"	2021	#00BADE
#00BADE	3	0	"Game 3 - Oct 16, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 0"	2021	#00BADE
#00BADE	4	0	"Game 4 - Oct 19, 2021
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 0"	2021	#00BADE
#00BADE	5	1	"Game 5 - Oct 21, 2021
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 1"	2021	#00BADE
#00BADE	6	1	"Game 6 - Oct 23, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 1"	2021	#00BADE
#00BADE	7	2	"Game 7 - Oct 26, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 2"	2021	#00BADE
#00BADE	8	4	"Game 8 - Oct 28, 2021
Points this game: 2
Goals this game: 0
+/-: 3
Cumulative points: 4"	2021	#00BADE
#00BADE	9	5	"Game 9 - Oct 30, 2021
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 5"	2021	#00BADE
#00BADE	10	5	"Game 10 - Oct 31, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 5"	2021	#00BADE
#00BADE	11	8	"Game 11 - Nov 02, 2021
Points this game: 3
Goals this game: 1
+/-: 3
Cumulative points: 8"	2021	#00BADE
#00BADE	12	10	"Game 12 - Nov 04, 2021
Points this game: 2
Goals this game: 1
+/-: 0
Cumulative points: 10"	2021	#00BADE
#00BADE	13	12	"Game 13 - Nov 06, 2021
Points this game: 2
Goals this game: 1
+/-: 0
Cumulative points: 12"	2021	#00BADE
#00BADE	14	12	"Game 14 - Nov 09, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 12"	2021	#00BADE
#00BADE	15	14	"Game 15 - Nov 11, 2021
Points this game: 2
Goals this game: 1
+/-: 2
Cumulative points: 14"	2021	#00BADE
#00BADE	16	14	"Game 16 - Nov 13, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 14"	2021	#00BADE
#00BADE	17	14	"Game 17 - Nov 14, 2021
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 14"	2021	#00BADE
#00BADE	18	14	"Game 18 - Nov 16, 2021
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 14"	2021	#00BADE
#00BADE	19	14	"Game 19 - Nov 18, 2021
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 14"	2021	#00BADE
#00BADE	20	14	"Game 20 - Nov 20, 2021
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 14"	2021	#00BADE
#00BADE	21	15	"Game 21 - Nov 24, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 15"	2021	#00BADE
#00BADE	22	15	"Game 22 - Nov 26, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 15"	2021	#00BADE
#00BADE	23	15	"Game 23 - Nov 27, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 15"	2021	#00BADE
#00BADE	24	15	"Game 24 - Nov 29, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 15"	2021	#00BADE
#00BADE	25	15	"Game 25 - Dec 02, 2021
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 15"	2021	#00BADE
#00BADE	26	16	"Game 26 - Dec 04, 2021
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 16"	2021	#00BADE
#00BADE	27	18	"Game 27 - Dec 07, 2021
Points this game: 2
Goals this game: 1
+/-: 1
Cumulative points: 18"	2021	#00BADE
#00BADE	28	18	"Game 28 - Dec 09, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 18"	2021	#00BADE
#00BADE	29	18	"Game 29 - Dec 11, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 18"	2021	#00BADE
#00BADE	30	18	"Game 30 - Dec 14, 2021
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 18"	2021	#00BADE
#00BADE	31	18	"Game 31 - Dec 16, 2021
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 18"	2021	#00BADE
#00BADE	32	18	"Game 32 - Dec 28, 2021
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 18"	2021	#00BADE
#00BADE	33	18	"Game 33 - Dec 30, 2021
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 18"	2021	#00BADE
#00BADE	34	19	"Game 34 - Jan 01, 2022
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 19"	2021	#00BADE
#00BADE	35	19	"Game 35 - Jan 12, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 19"	2021	#00BADE
#00BADE	36	19	"Game 36 - Jan 13, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 19"	2021	#00BADE
#00BADE	37	19	"Game 37 - Jan 17, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 19"	2021	#00BADE
#00BADE	38	21	"Game 38 - Jan 18, 2022
Points this game: 2
Goals this game: 0
+/-: 1
Cumulative points: 21"	2021	#00BADE
#00BADE	39	22	"Game 39 - Jan 20, 2022
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 22"	2021	#00BADE
#00BADE	40	24	"Game 40 - Jan 22, 2022
Points this game: 2
Goals this game: 1
+/-: 2
Cumulative points: 24"	2021	#00BADE
#00BADE	41	24	"Game 41 - Jan 24, 2022
Points this game: 0
Goals this game: 0
+/-: -4
Cumulative points: 24"	2021	#00BADE
#00BADE	42	24	"Game 42 - Jan 27, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 24"	2021	#00BADE
#00BADE	43	25	"Game 43 - Jan 29, 2022
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 25"	2021	#00BADE
#00BADE	44	27	"Game 44 - Jan 30, 2022
Points this game: 2
Goals this game: 1
+/-: 0
Cumulative points: 27"	2021	#00BADE
#00BADE	45	27	"Game 45 - Feb 08, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 27"	2021	#00BADE
#00BADE	46	28	"Game 46 - Feb 10, 2022
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 28"	2021	#00BADE
#00BADE	47	28	"Game 47 - Feb 12, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 28"	2021	#00BADE
#00BADE	48	28	"Game 48 - Feb 13, 2022
Points this game: 0
Goals this game: 0
+/-: -4
Cumulative points: 28"	2021	#00BADE
#00BADE	49	28	"Game 49 - Feb 17, 2022
Points this game: 0
Goals this game: 0
+/-: 2
Cumulative points: 28"	2021	#00BADE
#00BADE	50	29	"Game 50 - Feb 20, 2022
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 29"	2021	#00BADE
#00BADE	51	30	"Game 51 - Feb 21, 2022
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 30"	2021	#00BADE
#00BADE	52	33	"Game 52 - Feb 23, 2022
Points this game: 3
Goals this game: 2
+/-: 3
Cumulative points: 33"	2021	#00BADE
#00BADE	53	33	"Game 53 - Feb 26, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 33"	2021	#00BADE
#00BADE	54	34	"Game 54 - Mar 01, 2022
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 34"	2021	#00BADE
#00BADE	55	37	"Game 55 - Mar 03, 2022
Points this game: 3
Goals this game: 1
+/-: 2
Cumulative points: 37"	2021	#00BADE
#00BADE	56	40	"Game 56 - Mar 05, 2022
Points this game: 3
Goals this game: 1
+/-: 2
Cumulative points: 40"	2021	#00BADE
#00BADE	57	40	"Game 57 - Mar 09, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 40"	2021	#00BADE
#00BADE	58	41	"Game 58 - Mar 12, 2022
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 41"	2021	#00BADE
#00BADE	59	43	"Game 59 - Mar 13, 2022
Points this game: 2
Goals this game: 2
+/-: 3
Cumulative points: 43"	2021	#00BADE
#00BADE	60	43	"Game 60 - Mar 15, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 43"	2021	#00BADE
#00BADE	61	45	"Game 61 - Mar 17, 2022
Points this game: 2
Goals this game: 1
+/-: 0
Cumulative points: 45"	2021	#00BADE
#00BADE	62	46	"Game 62 - Mar 19, 2022
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 46"	2021	#00BADE
#00BADE	63	46	"Game 63 - Mar 21, 2022
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 46"	2021	#00BADE
#00BADE	64	47	"Game 64 - Mar 24, 2022
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 47"	2021	#00BADE
#00BADE	65	49	"Game 65 - Mar 26, 2022
Points this game: 2
Goals this game: 0
+/-: 0
Cumulative points: 49"	2021	#00BADE
#00BADE	66	49	"Game 66 - Mar 27, 2022
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 49"	2021	#00BADE
