colour	x	y	tooltip	showSelected2	fill
#00BADE	9	1	"Game 9 - Oct 30, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 1"	2021	#00BADE
#00BADE	10	1	"Game 10 - Oct 31, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 1"	2021	#00BADE
#00BADE	11	1	"Game 11 - Nov 18, 2021
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 1"	2021	#00BADE
#00BADE	12	1	"Game 12 - Nov 20, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 1"	2021	#00BADE
#00BADE	13	2	"Game 13 - Nov 24, 2021
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 2"	2021	#00BADE
#00BADE	14	2	"Game 14 - Nov 26, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 2"	2021	#00BADE
#00BADE	15	3	"Game 15 - Nov 27, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 3"	2021	#00BADE
#00BADE	16	3	"Game 16 - Nov 29, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 3"	2021	#00BADE
#00BADE	17	4	"Game 17 - Dec 02, 2021
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 4"	2021	#00BADE
#00BADE	18	6	"Game 18 - Dec 04, 2021
Points this game: 2
Goals this game: 0
+/-: 1
Cumulative points: 6"	2021	#00BADE
#00BADE	19	6	"Game 19 - Dec 07, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 6"	2021	#00BADE
#00BADE	20	6	"Game 20 - Dec 09, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 6"	2021	#00BADE
#00BADE	21	6	"Game 21 - Dec 11, 2021
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 6"	2021	#00BADE
#00BADE	22	6	"Game 22 - Dec 14, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 6"	2021	#00BADE
#00BADE	23	6	"Game 23 - Dec 16, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 6"	2021	#00BADE
#00BADE	24	7	"Game 24 - Dec 28, 2021
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 7"	2021	#00BADE
#00BADE	25	7	"Game 25 - Dec 30, 2021
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 7"	2021	#00BADE
#00BADE	26	7	"Game 26 - Jan 01, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 7"	2021	#00BADE
#00BADE	27	7	"Game 27 - Jan 12, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 7"	2021	#00BADE
#00BADE	28	8	"Game 28 - Jan 13, 2022
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 8"	2021	#00BADE
#00BADE	29	8	"Game 29 - Jan 17, 2022
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 8"	2021	#00BADE
#00BADE	30	8	"Game 30 - Feb 08, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 8"	2021	#00BADE
#00BADE	31	9	"Game 31 - Feb 10, 2022
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 9"	2021	#00BADE
#00BADE	32	10	"Game 32 - Feb 12, 2022
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 10"	2021	#00BADE
#00BADE	33	10	"Game 33 - Feb 13, 2022
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 10"	2021	#00BADE
#00BADE	34	12	"Game 34 - Feb 17, 2022
Points this game: 2
Goals this game: 2
+/-: 2
Cumulative points: 12"	2021	#00BADE
#00BADE	35	13	"Game 35 - Feb 20, 2022
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 13"	2021	#00BADE
#00BADE	36	16	"Game 36 - Feb 21, 2022
Points this game: 3
Goals this game: 1
+/-: 3
Cumulative points: 16"	2021	#00BADE
#00BADE	37	18	"Game 37 - Feb 23, 2022
Points this game: 2
Goals this game: 1
+/-: 2
Cumulative points: 18"	2021	#00BADE
#00BADE	38	18	"Game 38 - Feb 26, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 18"	2021	#00BADE
#00BADE	39	19	"Game 39 - Mar 01, 2022
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 19"	2021	#00BADE
#00BADE	40	20	"Game 40 - Mar 03, 2022
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 20"	2021	#00BADE
#00BADE	41	22	"Game 41 - Mar 05, 2022
Points this game: 2
Goals this game: 1
+/-: 2
Cumulative points: 22"	2021	#00BADE
#00BADE	42	23	"Game 42 - Mar 09, 2022
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 23"	2021	#00BADE
#00BADE	43	23	"Game 43 - Mar 12, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 23"	2021	#00BADE
#00BADE	44	25	"Game 44 - Mar 13, 2022
Points this game: 2
Goals this game: 1
+/-: 2
Cumulative points: 25"	2021	#00BADE
#00BADE	45	27	"Game 45 - Mar 15, 2022
Points this game: 2
Goals this game: 2
+/-: 0
Cumulative points: 27"	2021	#00BADE
#00BADE	46	29	"Game 46 - Mar 17, 2022
Points this game: 2
Goals this game: 1
+/-: 1
Cumulative points: 29"	2021	#00BADE
#00BADE	47	30	"Game 47 - Mar 19, 2022
Points this game: 1
Goals this game: 1
+/-: 2
Cumulative points: 30"	2021	#00BADE
#00BADE	48	30	"Game 48 - Mar 21, 2022
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 30"	2021	#00BADE
#00BADE	49	31	"Game 49 - Mar 24, 2022
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 31"	2021	#00BADE
#00BADE	50	32	"Game 50 - Mar 26, 2022
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 32"	2021	#00BADE
#00BADE	51	33	"Game 51 - Mar 27, 2022
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 33"	2021	#00BADE
#00BADE	52	33	"Game 52 - Mar 29, 2022
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 33"	2021	#00BADE
#00BADE	53	33	"Game 53 - Mar 31, 2022
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 33"	2021	#00BADE
#00BADE	54	34	"Game 54 - Apr 02, 2022
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 34"	2021	#00BADE
#00BADE	55	35	"Game 55 - Apr 05, 2022
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 35"	2021	#00BADE
#00BADE	56	37	"Game 56 - Apr 07, 2022
Points this game: 2
Goals this game: 1
+/-: 1
Cumulative points: 37"	2021	#00BADE
#00BADE	57	38	"Game 57 - Apr 09, 2022
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 38"	2021	#00BADE
#00BADE	58	38	"Game 58 - Apr 11, 2022
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 38"	2021	#00BADE
#00BADE	59	38	"Game 59 - Apr 13, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 38"	2021	#00BADE
#00BADE	60	38	"Game 60 - Apr 15, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 38"	2021	#00BADE
#00BADE	61	38	"Game 61 - Apr 16, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 38"	2021	#00BADE
#00BADE	62	38	"Game 62 - Apr 19, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 38"	2021	#00BADE
#00BADE	63	39	"Game 63 - Apr 21, 2022
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 39"	2021	#00BADE
#00BADE	64	40	"Game 64 - Apr 23, 2022
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 40"	2021	#00BADE
#00BADE	65	40	"Game 65 - Apr 24, 2022
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 40"	2021	#00BADE
#00BADE	66	40	"Game 66 - Apr 27, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 40"	2021	#00BADE
#00BADE	67	43	"Game 67 - Apr 29, 2022
Points this game: 3
Goals this game: 3
+/-: 4
Cumulative points: 43"	2021	#00BADE
#00A6FF	1	2	"Game 1 - Oct 12, 2022
Points this game: 2
Goals this game: 2
+/-: 1
Cumulative points: 2"	2022	#00A6FF
#00A6FF	2	2	"Game 2 - Oct 14, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 2"	2022	#00A6FF
#00A6FF	3	3	"Game 3 - Oct 15, 2022
Points this game: 1
Goals this game: 0
+/-: -2
Cumulative points: 3"	2022	#00A6FF
#00A6FF	4	4	"Game 4 - Oct 17, 2022
Points this game: 1
Goals this game: 1
+/-: 2
Cumulative points: 4"	2022	#00A6FF
#00A6FF	5	5	"Game 5 - Oct 20, 2022
Points this game: 1
Goals this game: 1
+/-: 2
Cumulative points: 5"	2022	#00A6FF
#00A6FF	6	5	"Game 6 - Oct 22, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 5"	2022	#00A6FF
#00A6FF	7	6	"Game 7 - Oct 25, 2022
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 6"	2022	#00A6FF
#00A6FF	8	7	"Game 8 - Oct 27, 2022
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 7"	2022	#00A6FF
#00A6FF	9	10	"Game 9 - Oct 29, 2022
Points this game: 3
Goals this game: 2
+/-: 1
Cumulative points: 10"	2022	#00A6FF
#00A6FF	10	10	"Game 10 - Nov 01, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 10"	2022	#00A6FF
#00A6FF	11	12	"Game 11 - Nov 03, 2022
Points this game: 2
Goals this game: 0
+/-: 1
Cumulative points: 12"	2022	#00A6FF
#00A6FF	12	14	"Game 12 - Nov 05, 2022
Points this game: 2
Goals this game: 1
+/-: 1
Cumulative points: 14"	2022	#00A6FF
#00A6FF	13	14	"Game 13 - Nov 08, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 14"	2022	#00A6FF
#00A6FF	14	15	"Game 14 - Nov 09, 2022
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 15"	2022	#00A6FF
#00A6FF	15	16	"Game 15 - Nov 12, 2022
Points this game: 1
Goals this game: 1
+/-: 2
Cumulative points: 16"	2022	#00A6FF
#00A6FF	16	16	"Game 16 - Nov 15, 2022
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 16"	2022	#00A6FF
#00A6FF	17	16	"Game 17 - Nov 17, 2022
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 16"	2022	#00A6FF
#00A6FF	18	19	"Game 18 - Nov 19, 2022
Points this game: 3
Goals this game: 2
+/-: 2
Cumulative points: 19"	2022	#00A6FF
#00A6FF	19	20	"Game 19 - Nov 22, 2022
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 20"	2022	#00A6FF
#00A6FF	20	21	"Game 20 - Nov 23, 2022
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 21"	2022	#00A6FF
#00A6FF	21	21	"Game 21 - Nov 25, 2022
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 21"	2022	#00A6FF
#00A6FF	22	21	"Game 22 - Nov 29, 2022
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 21"	2022	#00A6FF
#00A6FF	23	22	"Game 23 - Dec 01, 2022
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 22"	2022	#00A6FF
#00A6FF	24	22	"Game 24 - Dec 03, 2022
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 22"	2022	#00A6FF
#00A6FF	25	23	"Game 25 - Dec 05, 2022
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 23"	2022	#00A6FF
#00A6FF	26	24	"Game 26 - Dec 06, 2022
Points this game: 1
Goals this game: 1
+/-: 2
Cumulative points: 24"	2022	#00A6FF
#00A6FF	27	25	"Game 27 - Dec 10, 2022
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 25"	2022	#00A6FF
#00A6FF	28	25	"Game 28 - Dec 12, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 25"	2022	#00A6FF
#00A6FF	29	25	"Game 29 - Dec 14, 2022
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 25"	2022	#00A6FF
#00A6FF	30	27	"Game 30 - Dec 15, 2022
Points this game: 2
Goals this game: 2
+/-: -2
Cumulative points: 27"	2022	#00A6FF
#00A6FF	31	27	"Game 31 - Dec 17, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 27"	2022	#00A6FF
#00A6FF	32	28	"Game 32 - Dec 19, 2022
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 28"	2022	#00A6FF
#00A6FF	33	28	"Game 33 - Dec 21, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 28"	2022	#00A6FF
#00A6FF	34	28	"Game 34 - Dec 23, 2022
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 28"	2022	#00A6FF
#00A6FF	35	28	"Game 35 - Dec 28, 2022
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 28"	2022	#00A6FF
#00A6FF	36	28	"Game 36 - Dec 29, 2022
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 28"	2022	#00A6FF
#00A6FF	37	30	"Game 37 - Dec 31, 2022
Points this game: 2
Goals this game: 2
+/-: 0
Cumulative points: 30"	2022	#00A6FF
#00A6FF	38	31	"Game 38 - Jan 03, 2023
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 31"	2022	#00A6FF
#00A6FF	39	31	"Game 39 - Jan 05, 2023
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 31"	2022	#00A6FF
#00A6FF	40	32	"Game 40 - Jan 07, 2023
Points this game: 1
Goals this game: 1
+/-: 2
Cumulative points: 32"	2022	#00A6FF
#00A6FF	41	32	"Game 41 - Jan 09, 2023
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 32"	2022	#00A6FF
#00A6FF	42	34	"Game 42 - Jan 12, 2023
Points this game: 2
Goals this game: 2
+/-: 1
Cumulative points: 34"	2022	#00A6FF
#00A6FF	43	34	"Game 43 - Jan 14, 2023
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 34"	2022	#00A6FF
#00A6FF	44	36	"Game 44 - Jan 15, 2023
Points this game: 2
Goals this game: 1
+/-: 2
Cumulative points: 36"	2022	#00A6FF
#00A6FF	45	36	"Game 45 - Jan 17, 2023
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 36"	2022	#00A6FF
#00A6FF	46	36	"Game 46 - Jan 19, 2023
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 36"	2022	#00A6FF
#B385FF	1	1	"Game 1 - Oct 11, 2023
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 1"	2023	#B385FF
#B385FF	2	2	"Game 2 - Oct 14, 2023
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 2"	2023	#B385FF
#B385FF	3	3	"Game 3 - Oct 17, 2023
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 3"	2023	#B385FF
#B385FF	4	5	"Game 4 - Oct 21, 2023
Points this game: 2
Goals this game: 1
+/-: 2
Cumulative points: 5"	2023	#B385FF
#B385FF	5	5	"Game 5 - Oct 23, 2023
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 5"	2023	#B385FF
#B385FF	6	6	"Game 6 - Oct 24, 2023
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 6"	2023	#B385FF
#B385FF	7	9	"Game 7 - Oct 26, 2023
Points this game: 3
Goals this game: 1
+/-: 3
Cumulative points: 9"	2023	#B385FF
#B385FF	8	9	"Game 8 - Oct 28, 2023
Points this game: 0
Goals this game: 0
+/-: 2
Cumulative points: 9"	2023	#B385FF
#B385FF	9	10	"Game 9 - Oct 30, 2023
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 10"	2023	#B385FF
#B385FF	10	10	"Game 10 - Nov 02, 2023
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 10"	2023	#B385FF
#B385FF	11	11	"Game 11 - Nov 04, 2023
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 11"	2023	#B385FF
#B385FF	12	12	"Game 12 - Nov 07, 2023
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 12"	2023	#B385FF
#B385FF	13	13	"Game 13 - Nov 09, 2023
Points this game: 1
Goals this game: 1
+/-: 2
Cumulative points: 13"	2023	#B385FF
#B385FF	14	14	"Game 14 - Nov 11, 2023
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 14"	2023	#B385FF
#B385FF	15	14	"Game 15 - Nov 12, 2023
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 14"	2023	#B385FF
#B385FF	16	14	"Game 16 - Nov 14, 2023
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 14"	2023	#B385FF
#B385FF	17	15	"Game 17 - Nov 16, 2023
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 15"	2023	#B385FF
#B385FF	18	15	"Game 18 - Nov 18, 2023
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 15"	2023	#B385FF
#B385FF	19	15	"Game 19 - Nov 22, 2023
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 15"	2023	#B385FF
#B385FF	20	17	"Game 20 - Nov 24, 2023
Points this game: 2
Goals this game: 1
+/-: 2
Cumulative points: 17"	2023	#B385FF
#B385FF	21	17	"Game 21 - Nov 25, 2023
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 17"	2023	#B385FF
#B385FF	22	18	"Game 22 - Nov 29, 2023
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 18"	2023	#B385FF
#B385FF	23	19	"Game 23 - Nov 30, 2023
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 19"	2023	#B385FF
#B385FF	24	19	"Game 24 - Dec 02, 2023
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 19"	2023	#B385FF
#B385FF	25	20	"Game 25 - Dec 04, 2023
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 20"	2023	#B385FF
#B385FF	26	20	"Game 26 - Dec 07, 2023
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 20"	2023	#B385FF
#B385FF	27	20	"Game 27 - Dec 09, 2023
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 20"	2023	#B385FF
#B385FF	28	20	"Game 28 - Dec 10, 2023
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 20"	2023	#B385FF
#B385FF	29	20	"Game 29 - Dec 13, 2023
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 20"	2023	#B385FF
#B385FF	30	21	"Game 30 - Dec 16, 2023
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 21"	2023	#B385FF
#B385FF	31	22	"Game 31 - Dec 18, 2023
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 22"	2023	#B385FF
#B385FF	32	23	"Game 32 - Dec 21, 2023
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 23"	2023	#B385FF
#B385FF	33	24	"Game 33 - Dec 22, 2023
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 24"	2023	#B385FF
#B385FF	34	24	"Game 34 - Dec 28, 2023
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 24"	2023	#B385FF
#B385FF	35	25	"Game 35 - Dec 30, 2023
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 25"	2023	#B385FF
#B385FF	36	26	"Game 36 - Dec 31, 2023
Points this game: 1
Goals this game: 1
+/-: 0
Cumulative points: 26"	2023	#B385FF
#B385FF	37	27	"Game 37 - Jan 02, 2024
Points this game: 1
Goals this game: 1
+/-: 3
Cumulative points: 27"	2023	#B385FF
#B385FF	38	27	"Game 38 - Jan 04, 2024
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 27"	2023	#B385FF
#B385FF	39	27	"Game 39 - Jan 06, 2024
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 27"	2023	#B385FF
#B385FF	40	27	"Game 40 - Jan 10, 2024
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 27"	2023	#B385FF
#B385FF	41	28	"Game 41 - Jan 11, 2024
Points this game: 1
Goals this game: 0
+/-: 0
Cumulative points: 28"	2023	#B385FF
#B385FF	42	29	"Game 42 - Jan 13, 2024
Points this game: 1
Goals this game: 1
+/-: 1
Cumulative points: 29"	2023	#B385FF
#B385FF	43	31	"Game 43 - Jan 15, 2024
Points this game: 2
Goals this game: 1
+/-: 0
Cumulative points: 31"	2023	#B385FF
#B385FF	44	33	"Game 44 - Jan 17, 2024
Points this game: 2
Goals this game: 1
+/-: 2
Cumulative points: 33"	2023	#B385FF
#B385FF	45	34	"Game 45 - Jan 18, 2024
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 34"	2023	#B385FF
#B385FF	46	35	"Game 46 - Jan 20, 2024
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 35"	2023	#B385FF
#B385FF	47	36	"Game 47 - Jan 23, 2024
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 36"	2023	#B385FF
#B385FF	48	38	"Game 48 - Jan 25, 2024
Points this game: 2
Goals this game: 1
+/-: 3
Cumulative points: 38"	2023	#B385FF
#B385FF	49	39	"Game 49 - Jan 27, 2024
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 39"	2023	#B385FF
#B385FF	50	40	"Game 50 - Feb 06, 2024
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 40"	2023	#B385FF
#B385FF	51	41	"Game 51 - Feb 10, 2024
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 41"	2023	#B385FF
#B385FF	52	41	"Game 52 - Feb 11, 2024
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 41"	2023	#B385FF
#B385FF	53	42	"Game 53 - Feb 13, 2024
Points this game: 1
Goals this game: 0
+/-: 3
Cumulative points: 42"	2023	#B385FF
#B385FF	54	45	"Game 54 - Feb 15, 2024
Points this game: 3
Goals this game: 2
+/-: 2
Cumulative points: 45"	2023	#B385FF
#B385FF	55	45	"Game 55 - Feb 17, 2024
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 45"	2023	#B385FF
#B385FF	56	45	"Game 56 - Feb 21, 2024
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 45"	2023	#B385FF
#B385FF	57	45	"Game 57 - Feb 22, 2024
Points this game: 0
Goals this game: 0
+/-: -2
Cumulative points: 45"	2023	#B385FF
#B385FF	58	46	"Game 58 - Feb 24, 2024
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 46"	2023	#B385FF
#B385FF	59	46	"Game 59 - Feb 27, 2024
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 46"	2023	#B385FF
#B385FF	60	47	"Game 60 - Feb 29, 2024
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 47"	2023	#B385FF
#B385FF	61	48	"Game 61 - Mar 02, 2024
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 48"	2023	#B385FF
#B385FF	62	50	"Game 62 - Mar 05, 2024
Points this game: 2
Goals this game: 0
+/-: -1
Cumulative points: 50"	2023	#B385FF
#B385FF	63	50	"Game 63 - Mar 07, 2024
Points this game: 0
Goals this game: 0
+/-: -3
Cumulative points: 50"	2023	#B385FF
#B385FF	64	51	"Game 64 - Mar 09, 2024
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 51"	2023	#B385FF
#B385FF	65	52	"Game 65 - Mar 12, 2024
Points this game: 1
Goals this game: 0
+/-: 1
Cumulative points: 52"	2023	#B385FF
#B385FF	66	52	"Game 66 - Mar 14, 2024
Points this game: 0
Goals this game: 0
+/-: -1
Cumulative points: 52"	2023	#B385FF
#B385FF	67	53	"Game 67 - Mar 16, 2024
Points this game: 1
Goals this game: 1
+/-: -1
Cumulative points: 53"	2023	#B385FF
#B385FF	68	53	"Game 68 - Mar 19, 2024
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 53"	2023	#B385FF
#B385FF	69	54	"Game 69 - Mar 21, 2024
Points this game: 1
Goals this game: 0
+/-: -1
Cumulative points: 54"	2023	#B385FF
#B385FF	70	55	"Game 70 - Mar 24, 2024
Points this game: 1
Goals this game: 0
+/-: 2
Cumulative points: 55"	2023	#B385FF
#B385FF	71	55	"Game 71 - Mar 26, 2024
Points this game: 0
Goals this game: 0
+/-: 0
Cumulative points: 55"	2023	#B385FF
#B385FF	72	55	"Game 72 - Mar 28, 2024
Points this game: 0
Goals this game: 0
+/-: 1
Cumulative points: 55"	2023	#B385FF
